拍照清晰,audio_video,1
运行速度快,performance,1
速度流畅,performance,1
待机时间正常,performance,1
速度流畅,performance,1
运行速度流畅,performance,1
手机不错,brand_reputation,1
系统一般,performance,-1
手机贵,brand_reputation,-1
续航不错,performance,1
蓝色好看,appearance,1
外观好看,appearance,1
音效好,audio_video,1
速度快,performance,1
运行速度快,performance,1
粉色好看,appearance,1
手机好用,brand_reputation,1
流畅度高,performance,1
相机不错,audio_video,1
速度快,performance,1
分辨率好,audio_video,1
屏幕分辨率好,audio_video,1
功能强大,audio_video,1
拍照功能强大,audio_video,1
拍照强大,audio_video,1
续航不错,performance,1
色彩好,audio_video,1
速度不错,performance,1
外观美,appearance,1
待机好,performance,1
颜色不错,appearance,1
速度不错,performance,1
颜色不错,appearance,1
手感不错,design,1
电池续航能力强,performance,1
能力强,performance,1
颜色好看,appearance,1
机子不错,audio_video,1
像素不错,audio_video,1
效果好,audio_video,1
外观美,appearance,1
颜色不错,appearance,1
声音大,audio_video,-1
音效不错,audio_video,1
外观好看,appearance,1
看着非常好,audio_video,1
屏幕好,audio_video,1
拍照效果好,audio_video,1
像素高,price,1
颜色好看,appearance,1
运行流畅,performance,1
显示细腻,audio_video,1
外观美,appearance,1
性价比高,price,1
手机外观大气,appearance,1
外观大气,appearance,1
功能不错,audio_video,1
做工细腻,audio_video,1
音效柔和,audio_video,1
粉色好看,appearance,1
外观好看,appearance,1
色彩细腻,audio_video,1
发货快,performance,1
机子不错,audio_video,1
分辨率高,price,1
功能齐全,audio_video,1
拍照清晰,audio_video,1
外观不错,appearance,1
速度快,performance,1
手机流畅,performance,1
电量多,audio_video,1
手感棒,audio_video,1
画质清晰,audio_video,1
音效好,audio_video,1
性价比高,price,1
系统好,performance,1
系统好用,brand_reputation,1
屏幕流畅,performance,1
电池耐用,performance,1
快递快,performance,1
手机运行速度快,performance,1
速度快,performance,1
三星好,audio_video,1
三星很好,audio_video,1
性能强大,audio_video,1
待机时间不长,performance,-1
外观经典,appearance,1
效果好,audio_video,1
音效好,audio_video,1
屏幕灵敏,audio_video,1
运行流畅,performance,1
音效棒,audio_video,1
新机不错,brand_reputation,1
设计好看,appearance,1
外观设计好看,appearance,1
显示细腻,audio_video,1
显示效果细腻,audio_video,1
处理器强,performance,1
手机不错,brand_reputation,1
玩游戏流畅,performance,1
游戏流畅,performance,1
发热好,audio_video,1
速度快,performance,1
物流速度快,performance,1
服务态度好,audio_video,1
态度好,audio_video,1
外观好看,appearance,1
待机时间久,performance,1
外形好看,appearance,1
拍照还可以,audio_video,1
处理器快,performance,1
手机还好,brand_reputation,1
速度流畅,performance,1
运行速度流畅,performance,1
优化好,audio_video,1
拍照棒,audio_video,1
苹果好,audio_video,1
手感好,audio_video,1
物流快,performance,1
性能强悍,performance,1
颜色不错,appearance,1
手感棒,audio_video,1
相机给力,performance,1
功能一般,audio_video,-1
运行速度快,performance,1
设计不错,appearance,1
运行流畅,performance,1
手感棒,audio_video,1
音效好,audio_video,1
屏幕清晰,audio_video,1
效果细腻,audio_video,1
运行速度流畅,performance,1
拍照效果好,audio_video,1
效果好,audio_video,1
三星好,audio_video,1
色彩不错,audio_video,1
音响效果还可以,audio_video,1
音质不错,audio_video,1
大小合适,price,1
屏幕大小合适,price,1
手感不错,design,1
手机好,audio_video,1
外观好看,appearance,1
外观好看,appearance,1
大小合适,price,1
质感好,audio_video,1
反应快,performance,1
大小合适,price,1
拿着舒服,design,1
拍照好,audio_video,1
粉色不错,appearance,1
粉色好看,appearance,1
大小适中,price,1
拍照效果还可以,audio_video,1
视频效果强大,audio_video,1
效果棒,audio_video,1
运行速度流畅,performance,1
速度快,performance,1
运行速度快,performance,1
大小合适,price,1
屏幕大小合适,price,1
音效好,audio_video,1
外观不错,appearance,1
待机长,performance,1
待机时间长,performance,1
音质好,audio_video,1
拍照清晰,audio_video,1
电池耐用,performance,1
电量足,performance,1
运行速度棒,performance,1
外观大方,appearance,1
外观时尚,appearance,1
手感舒服,design,1
运行流畅,performance,1
功能强大,audio_video,1
拍照功能强大,audio_video,1
快递给力,performance,1
感觉棒,audio_video,1
拍照不错,audio_video,1
电池续航能力强,performance,1
能力强,performance,1
手机不错,brand_reputation,1
大小合适,price,1
屏幕色彩鲜艳,audio_video,1
色彩鲜艳,appearance,1
运行流畅,performance,1
手机完美,appearance,1
显示细腻,audio_video,1
屏幕不错,audio_video,1
速度不错,performance,1
速度不错,performance,1
颜色一般,appearance,-1
外观小巧,appearance,1
质感好,audio_video,1
分辨率好,audio_video,1
待机时间长,performance,1
手感好,audio_video,1
颜色不错,appearance,1
外观好看,appearance,1
速度流畅,performance,1
音质棒,audio_video,1
拍照效果好,audio_video,1
效果好,audio_video,1
速度流畅,performance,1
运行速度流畅,performance,1
像素清晰,audio_video,1
拍照不错,audio_video,1
运行流畅,performance,1
玩游戏棒,audio_video,1
拍照效果好,audio_video,1
效果好,audio_video,1
速度快,performance,1
运行速度快,performance,1
功能不错,audio_video,1
做工细腻,audio_video,1
能力强,performance,1
续航能力强,performance,1
机身一般,appearance,-1
外观不时尚,appearance,-1
显示清晰,audio_video,1
效果好,audio_video,1
处理器强大,audio_video,1
运行流畅,performance,1
系统好,performance,1
价格实惠,price,1
续航好,audio_video,1
续航能力还不错,performance,1
大小合适,price,1
颜色漂亮,appearance,1
质感好,audio_video,1
内存大,audio_video,1
照相清晰,audio_video,1
待机长,performance,1
电池待机时间长,performance,1
服务态度好,audio_video,1
态度好,audio_video,1
反应还可以,performance,1
清晰度高,price,1
速度快,performance,1
运行速度快,performance,1
外观美,appearance,1
外观美,appearance,1
蓝色好看,appearance,1
设计好,appearance,1
外观好,appearance,1
看起来舒服,design,1
分辨率高,price,1
屏幕分辨率高,price,1
待机时间长,performance,1
设计新颖,appearance,1
外观经典,appearance,1
屏幕色彩绚丽,audio_video,1
色彩绚丽,audio_video,1
音效棒,audio_video,1
快递给力,performance,1
手机精致,appearance,1
体验很好,audio_video,1
系统流畅,performance,1
系统运行流畅,performance,1
电池续航能力强,performance,1
能力强,performance,1
外观好,appearance,1
手感好,audio_video,1
重量合适,price,1
音效好,audio_video,1
声音大,audio_video,-1
效果好,audio_video,1
扬声器声音大,audio_video,-1
运行流畅,performance,1
速度快,performance,1
拍照效果清晰,audio_video,1
效果清晰,audio_video,1
屏幕舒服,audio_video,1
音效好,audio_video,1
拍照效果好,audio_video,1
相机不错,audio_video,1
音效棒,audio_video,1
屏幕清晰,audio_video,1
动画流畅,performance,1
拍照不错,audio_video,1
质感不错,audio_video,1
手感好,audio_video,1
外观精致,appearance,1
屏幕大,audio_video,1
手感舒适,design,1
系统流畅,performance,1
拍照不错,audio_video,1
操作简单,performance,1
待机时间长,performance,1
速度快,performance,1
运行速度快,performance,1
外观干净,appearance,1
音效挺好,audio_video,1
手机外形很好,audio_video,1
外形好看,appearance,1
音质好,audio_video,1
拍照效果棒,audio_video,1
效果棒,audio_video,1
待机好,performance,1
质感好,audio_video,1
手机小,brand_reputation,-1
操作顺畅,performance,1
质量轻,audio_video,1
音质好,audio_video,1
像素高,price,1
手感好,audio_video,1
包装不错,audio_video,1
拍照不错,audio_video,1
像素高,price,1
屏幕好,audio_video,1
音效好,audio_video,1
拍照效果好,audio_video,1
外观美,appearance,1
手感不错,design,1
外形时尚,appearance,1
音效好,audio_video,1
东西方便,audio_video,1
处理器运行速度快,performance,1
外观好看,appearance,1
界面美观,appearance,1
运行流畅,performance,1
手感好,audio_video,1
待机长,performance,1
待机时间长,performance,1
游戏流畅,performance,1
拍照清晰,audio_video,1
样子不错,appearance,1
电池一般,performance,-1
效果好,audio_video,1
速度快,performance,1
运行速度快,performance,1
待机时间久,performance,1
拍照效果清晰,audio_video,1
效果清晰,audio_video,1
速度快,performance,1
运行速度快,performance,1
快递快,performance,1
速度快,performance,1
发货快,performance,1
蓝色好看,appearance,1
分辨率好,audio_video,1
屏幕分辨率好,audio_video,1
设计好看,appearance,1
音效好,audio_video,1
图像清晰,audio_video,1
系统流畅,performance,1
速度快,performance,1
下载速度快,performance,1
电池耐用,performance,1
机身小巧,appearance,1
后盖漂亮,appearance,1
功能不错,audio_video,1
操作流畅,performance,1
外观不错,appearance,1
手感不错,design,1
效果好,audio_video,1
电池一般,performance,-1
亮度高,audio_video,1
音效棒,audio_video,1
效果不错,audio_video,1
系统不错,performance,1
外观好看,appearance,1
颜值高,price,1
速度快,performance,1
运行速度快,performance,1
待机时间正常,performance,1
音效好,audio_video,1
拍照效果好,audio_video,1
效果好,audio_video,1
体验好,audio_video,1
电池好,audio_video,1
性价比高,price,1
性价高,appearance,1
性价比高,price,1
性价高,appearance,1
价格不贵,price,1
手感好,audio_video,1
屏幕手感好,audio_video,1
手感好,audio_video,1
拍照清晰,audio_video,1
外观好看,appearance,1
速度流畅,performance,1
运行速度流畅,performance,1
屏幕好,audio_video,1
拍照给力,audio_video,1
拍照效果棒,audio_video,1
功能不错,audio_video,1
手感舒适,design,1
外观好看,appearance,1
摸着舒服,design,1
设计简洁,appearance,1
粉色好看,appearance,1
包装好,audio_video,1
拍照清晰,audio_video,1
运行流畅,performance,1
外观美,appearance,1
分辨率高,price,1
屏幕分辨率高,price,1
速度快,performance,1
系统挺好,audio_video,1
待机时间长,performance,1
电池一般,performance,-1
手感不错,design,1
性能强悍,performance,1
系统流畅,performance,1
响应快,performance,1
电池耐用,performance,1
手机一般,brand_reputation,-1
提升大,audio_video,1
声音好听,audio_video,1
蓝色好看,appearance,1
外观大气,appearance,1
手感不错,design,1
音效好,audio_video,1
反应快,performance,1
速度快,performance,1
速度快,performance,1
运行速度快,performance,1
外观经典,appearance,1
屏幕清晰,audio_video,1
音质好,audio_video,1
拍照效果棒,audio_video,1
优化好,audio_video,1
外观精致,appearance,1
质感好,audio_video,1
分辨率高,price,1
效果好,audio_video,1
功能不错,audio_video,1
上网速度快,performance,1
速度快,performance,1
使用方便,performance,1
像素清晰,audio_video,1
功能强大,audio_video,1
拍照功能强大,audio_video,1
系统不错,performance,1
握感好,audio_video,1
手感棒,audio_video,1
音效很好,audio_video,1
拍照效果还不错,audio_video,1
效果好,audio_video,1
玩游戏流畅,performance,1
游戏流畅,performance,1
拍照效果棒,audio_video,1
效果棒,audio_video,1
音效好,audio_video,1
电池耐用,performance,1
外观美观,appearance,1
音效好,audio_video,1
速度流畅,performance,1
运行速度流畅,performance,1
待机时间还好,performance,1
音色优美,price,1
拍照效果清晰,audio_video,1
效果清晰,audio_video,1
外观好看,appearance,1
拍照清晰,audio_video,1
声音大,audio_video,-1
手感棒,audio_video,1
速度快,performance,1
运行速度快,performance,1
待机时间还行,performance,1
外观好,appearance,1
性能不错,audio_video,1
声音大,audio_video,-1
速度快,performance,1
音质棒,audio_video,1
拍照效果清晰,audio_video,1
效果清晰,audio_video,1
客服态度好,audio_video,1
态度好,audio_video,1
物流快,performance,1
手机正常,performance,1
玩游戏流畅,performance,1
游戏流畅,performance,1
速度不错,performance,1
手感棒,audio_video,1
待机时间长,performance,1
屏幕不错,audio_video,1
拍照效果好,audio_video,1
软件优化好,audio_video,1
优化好,audio_video,1
外观不错,appearance,1
待机时间还可以,performance,1
性价比高,price,1
性价高,appearance,1
外观好看,appearance,1
摸着舒服,design,1
音效好,audio_video,1
拍照清晰,audio_video,1
图像清晰,audio_video,1
颜色鲜艳,appearance,1
功能强大,audio_video,1
运行流畅,performance,1
手机不错,brand_reputation,1
外观不错,appearance,1
系统强大,performance,1
运行速度流畅,performance,1
手机好,audio_video,1
手机好用,brand_reputation,1
颜色不错,appearance,1
功能正常,performance,1
外观时尚,appearance,1
灵敏度高,price,1
提升大,audio_video,1
待机好,performance,1
音质好,audio_video,1
物流快,performance,1
系统不错,performance,1
握感好,audio_video,1
功能强大,audio_video,1
拍照功能强大,audio_video,1
外形大方,appearance,1
外形时尚,appearance,1
效果清晰,audio_video,1
速度快,performance,1
运行速度快,performance,1
手感不错,design,1
快递快,performance,1
外观设计时尚,appearance,1
颜色漂亮,appearance,1
速度流畅,performance,1
运行速度流畅,performance,1
手感不错,design,1
手感还不错,audio_video,1
性价比高,price,1
性价高,appearance,1
性能稳定,performance,1
手机好,audio_video,1
产品一般,audio_video,-1
外观好,appearance,1
外观好看,appearance,1
速度快,performance,1
外观好,appearance,1
运行速度快,performance,1
手感好,audio_video,1
重量适中,price,1
外观美,appearance,1
屏幕清晰,audio_video,1
音效好,audio_video,1
机身小巧,appearance,1
后盖漂亮,appearance,1
功能不错,audio_video,1
操作流畅,performance,1
手感不错,design,1
粉色好看,appearance,1
手机不错,brand_reputation,1
手机一般,brand_reputation,-1
体验好,audio_video,1
机器完美,appearance,1
网络稳定,performance,1
机身漂亮,appearance,1
手感棒,audio_video,1
手机一般,brand_reputation,-1
系统不错,performance,1
颜色一般,appearance,-1
手机好,audio_video,1
手机好用,brand_reputation,1
外观好看,appearance,1
音质不错,audio_video,1
外观简约,appearance,1
显示细腻,audio_video,1
屏幕高清,audio_video,1
拍照不错,audio_video,1
手机好,audio_video,1
上网快,performance,1
速度快,performance,1
手机不错,brand_reputation,1
手感棒,audio_video,1
画面清晰,audio_video,1
分辨率高,price,1
屏幕流畅,performance,1
拍照清晰,audio_video,1
物流给力,performance,1
外观靓丽,appearance,1
设计棒,audio_video,1
屏幕显示效果清晰,audio_video,1
效果清晰,audio_video,1
音效不错,audio_video,1
效果好,audio_video,1
待机时间长,performance,1
充电速度快,performance,1
速度快,performance,1
外观不错,appearance,1
拍照效果好,audio_video,1
效果好,audio_video,1
速度快,performance,1
运行速度快,performance,1
音质清晰,audio_video,1
待机时间还可以,performance,1
设计不错,appearance,1
质量好,audio_video,1
工艺不错,brand_reputation,1
手感不错,design,1
信号一般,brand_reputation,-1
系统一般,performance,-1
技术不行,audio_video,-1
运行流畅,performance,1
性价比高,price,1
性价高,appearance,1
蓝色好看,appearance,1
外观棒,appearance,1
待机长,performance,1
待机时间长,performance,1
耗电高,price,-1
屏幕清晰,audio_video,1
音效好,audio_video,1
拍照好,audio_video,1
包装完好,audio_video,1
音效好,audio_video,1
手机好,audio_video,1
速度快,performance,1
运行速度快,performance,1
待机时间好,performance,1
苹果非常好,audio_video,1
物流快,performance,1
速度好,performance,1
运行速度好,performance,1
外观美,appearance,1
手机不错,brand_reputation,1
拍照清晰,audio_video,1
拍照清晰,audio_video,1
速度快,performance,1
运行速度快,performance,1
手机好,audio_video,1
屏幕不错,audio_video,1
系统不错,performance,1
大小合适,price,1
系统流畅,performance,1
外观好,appearance,1
系统流畅,performance,1
续航好,audio_video,1
质感棒,audio_video,1
手感好,audio_video,1
外观美,appearance,1
手机不错,brand_reputation,1
运行流畅,performance,1
能力强,performance,1
续航能力强,performance,1
拍照效果清晰,audio_video,1
效果清晰,audio_video,1
效果棒,audio_video,1
速度快,performance,1
运行速度快,performance,1
手机不错,brand_reputation,1
设计好,appearance,1
设计还不错,appearance,1
手感棒,audio_video,1
体验好,audio_video,1
手感棒,audio_video,1
充电速度快,performance,1
速度快,performance,1
感觉棒,audio_video,1
画面清晰,audio_video,1
音效好,audio_video,1
拍照清晰,audio_video,1
待机时间长,performance,1
显示效果好,audio_video,1
效果好,audio_video,1
算法好,audio_video,1
声音好听,audio_video,1
音效好,audio_video,1
像素低,price,-1
手机好,audio_video,1
显示好,audio_video,1
拍照还不错,audio_video,1
像素清晰,audio_video,1
功能强大,audio_video,1
拍照功能强大,audio_video,1
玩游戏流畅,performance,1
游戏流畅,performance,1
手感舒适,design,1
操作简便,performance,1
外观好,appearance,1
待机时间还可以,performance,1
外观精致,appearance,1
金属质感强,design,1
质感强,design,1
手感好,audio_video,1
速度快,performance,1
运行速度快,performance,1
运行流畅,performance,1
质感不错,audio_video,1
画面细腻,audio_video,1
音效好,audio_video,1
外观好看,appearance,1
重量轻,price,1
亮度高,audio_video,1
手机不错,brand_reputation,1
内存不足,performance,-1
价格实惠,price,1
反应灵敏,performance,1
颜色好看,appearance,1
屏幕看起来舒服,design,1
外观好看,appearance,1
音质好,audio_video,1
听音乐好,audio_video,1
音乐好,audio_video,1
尺寸合适,price,1
相机快,performance,1
拍照好,audio_video,1
网络还可以,performance,1
外形简洁,appearance,1
线条优美,price,1
屏幕好,audio_video,1
使用好,audio_video,1
效率非常好,audio_video,1
速度快,performance,1
外观好看,appearance,1
运行速度快,performance,1
效果流畅,audio_video,1
音效好,audio_video,1
拍照效果还不错,audio_video,1
效果好,audio_video,1
像素清晰,audio_video,1
拍照效果棒,audio_video,1
效果棒,audio_video,1
手机不错,brand_reputation,1
质量好,audio_video,1
价格实惠,price,1
运行速度棒,performance,1
电池持久,performance,1
速度快,performance,1
运行速度快,performance,1
拍照好,audio_video,1
外观好看,appearance,1
待机长,performance,1
待机时间长,performance,1
颜色不好看,appearance,-1
摄像清晰,audio_video,1
摄像头清晰,audio_video,1
显示清晰,audio_video,1
音效不错,audio_video,1
拍照效果一般,audio_video,-1
效果一般,audio_video,-1
速度流畅,performance,1
运行速度流畅,performance,1
手感棒,audio_video,1
手机不错,brand_reputation,1
拍照很好,audio_video,1
视频不错,audio_video,1
速度快,performance,1
通话清晰,audio_video,1
电池续航好,performance,1
续航好,audio_video,1
运行速度流畅,performance,1
颜色鲜艳,appearance,1
音效好,audio_video,1
系统运行流畅,performance,1
运行流畅,performance,1
拍照效果好,audio_video,1
效果好,audio_video,1
做工精细,design,1
手机好,audio_video,1
手机很好,audio_video,1
速度快,performance,1
运行速度快,performance,1
速度快,performance,1
运行速度快,performance,1
效果好,audio_video,1
速度快,performance,1
运行速度快,performance,1
手机不错,brand_reputation,1
拍照效果好,audio_video,1
效果好,audio_video,1
电池耐用,performance,1
外观好看,appearance,1
音效好,audio_video,1
效果好,audio_video,1
效果不错,audio_video,1
运行速度流畅,performance,1
颜色好看,appearance,1
外观好看,appearance,1
质量好,audio_video,1
外观大气,appearance,1
摄像头一般,audio_video,-1
颜色好看,appearance,1
拍照效果好,audio_video,1
音效棒,audio_video,1
清晰度高,price,1
待机时间还可以,performance,1
系统流畅,performance,1
机子漂亮,appearance,1
外观好看,appearance,1
音效好,audio_video,1
屏幕清晰,audio_video,1
音质清晰,audio_video,1
颜色正,appearance,1
显示细腻,audio_video,1
颜色漂亮,appearance,1
音质好,audio_video,1
运行流畅,performance,1
待机时间很好,performance,1
使用正常,performance,1
质感好,audio_video,1
拍照效果棒,audio_video,1
效果棒,audio_video,1
系统一般,performance,-1
容量大,performance,1
充电速度快,performance,1
速度快,performance,1
服务好,audio_video,1
速度快,performance,1
电池不行,performance,-1
服务好,audio_video,1
售后服务好,audio_video,1
手感好,audio_video,1
总体不错,brand_reputation,1
屏幕舒服,audio_video,1
手感好,audio_video,1
外观舒服,appearance,1
手感棒,audio_video,1
屏幕清晰,audio_video,1
苹果很好,audio_video,1
屏幕清晰,audio_video,1
色彩鲜艳,appearance,1
运行流畅,performance,1
拍照效果好,audio_video,1
耗电快,performance,-1
外观简单,appearance,1
手感好,audio_video,1
屏幕清晰,audio_video,1
拍照清晰,audio_video,1
拍照不错,audio_video,1
颜色漂亮,appearance,1
声音大,audio_video,-1
速度快,performance,1
运行速度快,performance,1
苹果好,audio_video,1
手感舒服,design,1
外观美,appearance,1
音效好,audio_video,1
感觉好,audio_video,1
手感好,audio_video,1
电池耐用,performance,1
白色好看,appearance,1
拍照不错,audio_video,1
粉色好看,appearance,1
运行流畅,performance,1
发热严重,price,-1
手感好,audio_video,1
外观美,appearance,1
拍照效果好,audio_video,1
效果好,audio_video,1
外观大气,appearance,1
相机不错,audio_video,1
粉色香,appearance,1
质感不错,audio_video,1
包装不错,audio_video,1
待机时间很好,performance,1
分辨率高,price,1
屏幕分辨率高,price,1
手感好,audio_video,1
系统流畅,performance,1
手机棒,audio_video,1
分辨率清晰,audio_video,1
功能强大,audio_video,1
拍照功能强大,audio_video,1
速度快,performance,1
运行速度快,performance,1
性能强大,audio_video,1
游戏性能强大,performance,1
系统好,performance,1
声音大,audio_video,-1
总体不错,brand_reputation,1
色彩不错,audio_video,1
音效好,audio_video,1
速度快,performance,1
运行速度快,performance,1
质量好,audio_video,1
电池续航好,performance,1
续航好,audio_video,1
拍照效果好,audio_video,1
速度快,performance,1
运行速度快,performance,1
屏幕完美,audio_video,1
音效不错,audio_video,1
拍照清晰,audio_video,1
速度流畅,performance,1
运行速度流畅,performance,1
待机长,performance,1
待机时间长,performance,1
客服一般,audio_video,-1
速度快,performance,1
手感好,audio_video,1
运行流畅,performance,1
音效好,audio_video,1
待机时间挺好,performance,1
像素高,price,1
速度流畅,performance,1
运行速度流畅,performance,1
大小合适,price,1
效果好,audio_video,1
音效好,audio_video,1
拍照效果好,audio_video,1
视频很好,audio_video,1
性能强,performance,1
速度不错,performance,1
价格便宜,price,1
外观精致,appearance,1
手机完美,appearance,1
外观美,appearance,1
手感好,audio_video,1
效果好,audio_video,1
外形好看,appearance,1
内存大,audio_video,1
价格实惠,price,1
速度快,performance,1
运行速度快,performance,1
拍照清晰,audio_video,1
运行流畅,performance,1
手感好,audio_video,1
使用流畅,performance,1
照相清晰,audio_video,1
外观简单,appearance,1
手感不错,design,1
音质完美,audio_video,1
手机不错,brand_reputation,1
外观美,appearance,1
拍照清晰,audio_video,1
速度流畅,performance,1
运行速度流畅,performance,1
粉色好看,appearance,1
反应快,performance,1
系统反应快,performance,1
外观好,appearance,1
相机好,audio_video,1
清晰度高,price,1
效果好,audio_video,1
音响效果好,audio_video,1
拍照效果好,audio_video,1
效果好,audio_video,1
速度快,performance,1
运行速度快,performance,1
外观美,appearance,1
手感舒服,design,1
屏幕不错,audio_video,1
颜色漂亮,appearance,1
按键一般,brand_reputation,-1
感觉棒,audio_video,1
操作简单,performance,1
功能强大,audio_video,1
手感棒,audio_video,1
系统简洁,performance,1
拍照不错,audio_video,1
扬声器不错,audio_video,1
拍照不错,audio_video,1
速度快,performance,1
运行速度快,performance,1
音质好,audio_video,1
运行速度流畅,performance,1
运行速度快,performance,1
屏幕清晰度高,price,1
效果给力,audio_video,1
拍照不错,audio_video,1
流畅度高,performance,1
高端大气,appearance,1
手机好看,appearance,1
外观好看,appearance,1
界面美观,appearance,1
待机长,performance,1
待机时间长,performance,1
运行速度棒,performance,1
拍照效果棒,audio_video,1
效果棒,audio_video,1
音质好,audio_video,1
音质好,audio_video,1
速度快,performance,1
运行速度快,performance,1
系统流畅,performance,1
电池好,audio_video,1
电池还不错,performance,1
使用正常,performance,1
效率非常好,audio_video,1
功能不错,audio_video,1
音效不错,audio_video,1
手感舒服,design,1
手机好,audio_video,1
手感舒服,design,1
系统流畅,performance,1
使用正常,performance,1
音质不错,audio_video,1
总体不错,brand_reputation,1
手感不错,design,1
音效不错,audio_video,1
效果好,audio_video,1
系统流畅,performance,1
拍照不错,audio_video,1
操作简单,performance,1
外形不错,appearance,1
手机不错,brand_reputation,1
手感好,audio_video,1
性能不错,audio_video,1
手感好,audio_video,1
容量大,performance,1
手机不错,brand_reputation,1
手感好,audio_video,1
外观美,appearance,1
效果好,audio_video,1
音质棒,audio_video,1
声音不错,audio_video,1
拍照还行,audio_video,1
包装不错,audio_video,1
快递给力,performance,1
设计不错,appearance,1
手感不错,design,1
外观好看,appearance,1
形态好看,appearance,1
质感不错,audio_video,1
手感棒,audio_video,1
手感不错,design,1
运行流畅,performance,1
系统好,performance,1
系统好用,brand_reputation,1
屏幕不错,audio_video,1
拍照不错,audio_video,1
信号好,audio_video,1
外观简洁,appearance,1
握感好,audio_video,1
做工精致,design,1
大小合适,price,1
屏幕清晰,audio_video,1
系统快,performance,1
速度正常,performance,1
速度不错,performance,1
拍照清晰,audio_video,1
电池耐用,performance,1
触感好,audio_video,1
运行完美,performance,1
外观美,appearance,1
大小适中,price,1
音效好,audio_video,1
速度流畅,performance,1
运行速度流畅,performance,1
照片好,audio_video,1
速度好,performance,1
总体不错,brand_reputation,1
机型不错,brand_reputation,1
设计独特,appearance,1
拍照效果清晰,audio_video,1
效果清晰,audio_video,1
画质好,audio_video,1
手机强,brand_reputation,1
速度快,performance,1
运行速度快,performance,1
高端大气,appearance,1
拍照清晰,audio_video,1
电池耐用,performance,1
外观精致,appearance,1
做工精细,design,1
效果棒,audio_video,1
续航好,audio_video,1
音质好,audio_video,1
显示效果细腻,audio_video,1
大小合适,price,1
屏幕大小合适,price,1
速度快,performance,1
运行速度快,performance,1
运行流畅,performance,1
待机时间一般,performance,-1
屏幕棒,audio_video,1
音效好,audio_video,1
拍照效果好,audio_video,1
效果好,audio_video,1
机器完美,appearance,1
音效好,audio_video,1
像素高,price,1
照片清晰,audio_video,1
颜色好看,appearance,1
拍照清晰,audio_video,1
续航好,audio_video,1
技术很好,audio_video,1
续航持久,performance,1
亮度高,audio_video,1
待机时间长,performance,1
外观大气,appearance,1
拍照清晰,audio_video,1
速度流畅,performance,1
运行速度流畅,performance,1
包装一般,audio_video,-1
外观时尚,appearance,1
手感舒服,design,1
游戏流畅,performance,1
质感不错,audio_video,1
手感好,audio_video,1
系统流畅,performance,1
显示细腻,audio_video,1
音质好,audio_video,1
看电影不错,brand_reputation,1
像素不高,price,-1
夜景好,audio_video,1
发货快,performance,1
质量好,audio_video,1
服务好,audio_video,1
态度好,audio_video,1
音效好,audio_video,1
拍照效果清晰,audio_video,1
效果清晰,audio_video,1
外观好看,appearance,1
发货快,performance,1
